,Additions,Deletions,Changes,AmountOfFiles,UserEmail,MessageLength,Timestamp,RepositoryName,RepositoryOwner,RepositoryBranch
6,2,2,4,1,ndenefe,49,2017-02-06 01:16:06+00:00,CSE2341-17S,SMUCSE2341,ndenefe
7,91,36,127,1,ndenefe,76,2017-02-06 00:59:38+00:00,CSE2341-17S,SMUCSE2341,ndenefe
8,0,0,0,0,ndenefe,47,2017-02-06 00:55:54+00:00,CSE2341-17S,SMUCSE2341,ndenefe
9,36,87,123,1,ndenefe,73,2017-02-06 00:49:31+00:00,CSE2341-17S,SMUCSE2341,ndenefe
10,87,36,123,1,ndenefe,81,2017-02-06 00:42:00+00:00,CSE2341-17S,SMUCSE2341,ndenefe
11,26,11,37,1,ndenefe,70,2017-02-05 00:52:25+00:00,CSE2341-17S,SMUCSE2341,ndenefe
12,1,1,2,1,ndenefe,42,2017-02-04 23:35:11+00:00,CSE2341-17S,SMUCSE2341,ndenefe
13,0,5,5,1,ndenefe,39,2017-02-04 21:59:05+00:00,CSE2341-17S,SMUCSE2341,ndenefe
14,11597,11645,23242,9,ndenefe,92,2017-02-04 21:54:12+00:00,CSE2341-17S,SMUCSE2341,ndenefe
15,339,0,339,2,ndenefe,31,2017-02-03 18:13:15+00:00,CSE2341-17S,SMUCSE2341,ndenefe
16,1,1,2,1,ndenefe,18,2017-02-03 17:29:49+00:00,CSE2341-17S,SMUCSE2341,ndenefe
17,25,15,40,1,Noah Denefe,88,2017-02-01 15:42:04+00:00,CSE2341-17S,SMUCSE2341,ndenefe
18,117,67,184,4,Noah Denefe,49,2017-02-01 00:51:48+00:00,CSE2341-17S,SMUCSE2341,ndenefe
19,252,11,263,2,Noah Denefe,166,2017-01-28 07:36:38+00:00,CSE2341-17S,SMUCSE2341,ndenefe
20,54,0,54,2,Noah Denefe,84,2017-01-28 04:22:34+00:00,CSE2341-17S,SMUCSE2341,ndenefe
21,57,7,64,4,Noah Denefe,22,2017-01-27 19:51:31+00:00,CSE2341-17S,SMUCSE2341,ndenefe
22,13,8,21,2,Noah Denefe,13,2017-01-25 19:49:49+00:00,CSE2341-17S,SMUCSE2341,ndenefe
23,89,23,112,3,Noah Denefe,88,2017-01-25 03:06:44+00:00,CSE2341-17S,SMUCSE2341,ndenefe
24,111,28,139,4,Noah Denefe,81,2017-01-25 01:49:32+00:00,CSE2341-17S,SMUCSE2341,ndenefe
25,41,1,42,2,Noah Denefe,7,2017-01-25 00:37:07+00:00,CSE2341-17S,SMUCSE2341,ndenefe
26,0,0,0,1,Noah Denefe,17,2017-01-25 00:17:09+00:00,CSE2341-17S,SMUCSE2341,ndenefe
27,10628,0,10628,3,Noah Denefe,40,2017-01-25 00:14:10+00:00,CSE2341-17S,SMUCSE2341,ndenefe
28,79,0,79,2,Noah Denefe,16,2017-01-25 00:12:14+00:00,CSE2341-17S,SMUCSE2341,ndenefe
29,88,0,88,3,Noah Denefe,26,2017-01-24 23:46:57+00:00,CSE2341-17S,SMUCSE2341,ndenefe
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,naviox
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,nihar24
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,Arthurian97
0,22448,0,22448,26,justinledford,54,2017-02-24 17:16:36+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
1,1,1,2,1,unknown,7,2017-02-06 05:21:43+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
2,4,3,7,1,unknown,7,2017-02-06 05:21:08+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
3,17,0,17,1,unknown,7,2017-02-06 04:26:32+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
4,3,4,7,1,unknown,7,2017-02-06 01:29:21+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
5,35,12,47,5,unknown,7,2017-02-06 00:44:22+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
6,1,1,2,1,unknown,7,2017-02-01 15:20:45+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
7,1,1,2,1,unknown,7,2017-02-01 15:00:45+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
8,7,4,11,2,unknown,7,2017-02-01 14:54:14+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
9,0,1,1,1,unknown,7,2017-02-01 14:48:26+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
10,6,4,10,2,unknown,7,2017-02-01 14:46:05+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
11,8,7,15,2,unknown,7,2017-02-01 14:38:20+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
12,11,8,19,2,unknown,7,2017-02-01 14:25:06+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
13,37,0,37,1,unknown,7,2017-02-01 14:19:18+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
14,10751,0,10751,5,unknown,7,2017-01-31 22:12:03+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
15,0,1,1,1,unknown,7,2017-01-31 21:53:27+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
16,10862,0,10862,7,unknown,7,2017-01-30 23:00:13+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
17,0,10862,10862,7,unknown,7,2017-01-30 22:57:52+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
18,0,0,0,5,unknown,7,2017-01-30 22:40:26+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
19,154,9,163,4,unknown,7,2017-01-30 22:38:53+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
20,10628,0,10628,4,unknown,7,2017-01-30 22:28:58+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
21,840,0,840,12,unknown,40,2017-01-25 14:54:12+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
22,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,Chroma8523
0,544,0,544,10,CJRogan,16,2017-03-28 02:02:22+00:00,CSE2341-17S,SMUCSE2341,CJRogan
1,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,CJRogan
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,LRichardson96
0,26,15,41,1,Michael,53,2017-02-05 22:44:18+00:00,CSE2341-17S,SMUCSE2341,CommanderSnow
1,6,4,10,1,Michael,33,2017-02-05 21:16:14+00:00,CSE2341-17S,SMUCSE2341,CommanderSnow
2,44,23,67,1,Michael,36,2017-02-04 23:02:21+00:00,CSE2341-17S,SMUCSE2341,CommanderSnow
3,346,0,346,1,Michael,14,2017-02-04 20:05:33+00:00,CSE2341-17S,SMUCSE2341,CommanderSnow
4,1,0,1,1,Michael,7,2017-01-26 21:53:21+00:00,CSE2341-17S,SMUCSE2341,CommanderSnow
5,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,CommanderSnow
0,14328,534,14862,62,bawia,56,2017-04-10 06:31:17+00:00,CSE2341-17S,SMUCSE2341,bawia
1,5,3,8,2,bawia,2,2017-04-10 06:25:06+00:00,CSE2341-17S,SMUCSE2341,bawia
2,6,4,10,5,bawia,4,2017-04-10 06:19:18+00:00,CSE2341-17S,SMUCSE2341,bawia
3,1,1,2,1,bawia,3,2017-04-10 06:09:38+00:00,CSE2341-17S,SMUCSE2341,bawia
4,117,111,228,12,bawia,5,2017-04-10 06:06:34+00:00,CSE2341-17S,SMUCSE2341,bawia
5,11,11,22,4,bawia,3,2017-04-10 05:01:25+00:00,CSE2341-17S,SMUCSE2341,bawia
6,1,1,2,1,bawia,2,2017-04-10 04:44:54+00:00,CSE2341-17S,SMUCSE2341,bawia
7,367,99,466,18,bawia,8,2017-04-10 04:41:11+00:00,CSE2341-17S,SMUCSE2341,bawia
8,1,1,2,1,bawia,6,2017-04-04 22:07:33+00:00,CSE2341-17S,SMUCSE2341,bawia
9,31,30,61,4,bawia,1,2017-04-04 22:02:49+00:00,CSE2341-17S,SMUCSE2341,bawia
10,551,270,821,10,bawia,5,2017-03-31 19:28:26+00:00,CSE2341-17S,SMUCSE2341,bawia
11,381,141,522,9,bawia,3,2017-03-30 17:50:48+00:00,CSE2341-17S,SMUCSE2341,bawia
12,174,156,330,2,bawia,3,2017-03-27 04:57:49+00:00,CSE2341-17S,SMUCSE2341,bawia
13,12294,0,12294,11,bawia,7,2017-03-27 01:58:37+00:00,CSE2341-17S,SMUCSE2341,bawia
14,1,1,2,1,bawia,15,2017-03-27 01:38:46+00:00,CSE2341-17S,SMUCSE2341,bawia
15,15,6,21,2,bawia,8,2017-03-27 01:35:04+00:00,CSE2341-17S,SMUCSE2341,bawia
16,1248,26,1274,9,bawia,6,2017-03-27 01:25:40+00:00,CSE2341-17S,SMUCSE2341,bawia
17,24671,356,25027,47,bawia,5,2017-03-27 01:23:11+00:00,CSE2341-17S,SMUCSE2341,bawia
18,10,5,15,4,bawia,18,2017-03-26 14:36:51+00:00,CSE2341-17S,SMUCSE2341,bawia
19,285,983,1268,14,bawia,34,2017-03-26 14:35:30+00:00,CSE2341-17S,SMUCSE2341,bawia
20,11055,0,11055,4,bawia,79,2017-03-25 13:52:22+00:00,CSE2341-17S,SMUCSE2341,bawia
21,41,42,83,6,bawia,15,2017-03-06 05:00:23+00:00,CSE2341-17S,SMUCSE2341,bawia
22,7,104,111,2,bawia,6,2017-03-06 03:55:02+00:00,CSE2341-17S,SMUCSE2341,bawia
23,83,0,83,1,bawia,4,2017-03-06 03:46:19+00:00,CSE2341-17S,SMUCSE2341,bawia
24,1,1,2,1,bawia,6,2017-03-06 03:42:04+00:00,CSE2341-17S,SMUCSE2341,bawia
25,2,2,4,1,bawia,4,2017-03-06 03:40:16+00:00,CSE2341-17S,SMUCSE2341,bawia
26,1,1,2,1,bawia,15,2017-03-06 03:34:25+00:00,CSE2341-17S,SMUCSE2341,bawia
27,1,1,2,1,bawia,6,2017-03-06 03:30:57+00:00,CSE2341-17S,SMUCSE2341,bawia
28,1099,0,1099,12,bawia,9,2017-03-06 03:26:30+00:00,CSE2341-17S,SMUCSE2341,bawia
29,128,36,164,8,bawia,69,2017-03-06 03:19:29+00:00,CSE2341-17S,SMUCSE2341,bawia
0,36693,0,36693,40,justinledford,54,2017-02-24 17:15:16+00:00,CSE2341-17S,SMUCSE2341,caharper
1,2,2,4,1,caharper,22,2017-02-06 04:56:41+00:00,CSE2341-17S,SMUCSE2341,caharper
2,32,88,120,15,caharper,21,2017-02-06 04:17:28+00:00,CSE2341-17S,SMUCSE2341,caharper
3,36,9,45,1,caharper,28,2017-02-06 03:43:19+00:00,CSE2341-17S,SMUCSE2341,caharper
4,19,10,29,4,caharper,66,2017-02-05 22:41:39+00:00,CSE2341-17S,SMUCSE2341,caharper
5,245,377,622,14,caharper,51,2017-02-05 21:37:54+00:00,CSE2341-17S,SMUCSE2341,caharper
6,5,4,9,2,caharper,34,2017-02-05 18:09:35+00:00,CSE2341-17S,SMUCSE2341,caharper
7,48,31,79,10,caharper,65,2017-02-05 18:03:48+00:00,CSE2341-17S,SMUCSE2341,caharper
8,34,5,39,3,caharper,57,2017-02-05 16:25:09+00:00,CSE2341-17S,SMUCSE2341,caharper
9,2,2,4,1,caharper,31,2017-02-05 16:17:34+00:00,CSE2341-17S,SMUCSE2341,caharper
10,340,0,340,10,caharper,94,2017-02-05 07:12:53+00:00,CSE2341-17S,SMUCSE2341,caharper
11,65,23,88,6,caharper,94,2017-02-05 07:02:15+00:00,CSE2341-17S,SMUCSE2341,caharper
12,1191,45,1236,22,caharper,22,2017-02-05 01:20:57+00:00,CSE2341-17S,SMUCSE2341,caharper
13,23,11,34,6,caharper,23,2017-02-04 23:23:45+00:00,CSE2341-17S,SMUCSE2341,caharper
14,15,6,21,5,caharper,23,2017-02-04 18:41:09+00:00,CSE2341-17S,SMUCSE2341,caharper
15,2,40,42,4,caharper,68,2017-02-04 04:38:11+00:00,CSE2341-17S,SMUCSE2341,caharper
16,63,25,88,8,caharper,68,2017-02-04 04:35:55+00:00,CSE2341-17S,SMUCSE2341,caharper
17,3,3,6,1,caharper,28,2017-02-04 03:28:30+00:00,CSE2341-17S,SMUCSE2341,caharper
18,2,2,4,1,caharper,40,2017-02-04 03:27:05+00:00,CSE2341-17S,SMUCSE2341,caharper
19,1,1,2,1,caharper,25,2017-02-04 03:25:14+00:00,CSE2341-17S,SMUCSE2341,caharper
20,1,1,2,1,caharper,48,2017-02-04 03:23:12+00:00,CSE2341-17S,SMUCSE2341,caharper
21,2,2,4,4,caharper,57,2017-02-04 03:19:57+00:00,CSE2341-17S,SMUCSE2341,caharper
22,44,20,64,9,caharper,97,2017-02-04 03:16:13+00:00,CSE2341-17S,SMUCSE2341,caharper
23,715,26,741,9,caharper,32,2017-02-04 02:11:04+00:00,CSE2341-17S,SMUCSE2341,caharper
24,22652,2,22654,8,caharper,15,2017-02-04 00:54:36+00:00,CSE2341-17S,SMUCSE2341,caharper
25,17,0,17,2,caharper,32,2017-02-04 00:53:29+00:00,CSE2341-17S,SMUCSE2341,caharper
26,11868,0,11868,8,caharper,33,2017-02-03 17:32:09+00:00,CSE2341-17S,SMUCSE2341,caharper
27,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,caharper
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,NathiriRuby
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,browerb
0,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,yidaz
0,335,0,335,2,rkeehan1,78,2017-02-06 11:30:12+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
1,1,5,6,2,rkeehan1,79,2017-02-06 11:29:02+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
2,5,1,6,2,rkeehan1,7,2017-02-06 11:22:23+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
3,3,3,6,1,rkeehan1,7,2017-02-06 11:09:23+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
4,318,0,318,1,rkeehan1,4,2017-02-06 11:03:01+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
5,0,0,0,1,rkeehan1,6,2017-02-06 10:56:20+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
6,0,0,0,1,rkeehan1,5,2017-02-06 10:55:47+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
7,0,335,335,2,rkeehan1,6,2017-02-06 10:48:14+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
8,15,0,15,1,rkeehan1,6,2017-02-06 10:47:04+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
9,0,0,0,13,rkeehan1,6,2017-02-06 10:44:50+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
10,4,4,8,1,rkeehan1,5,2017-02-06 10:41:41+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
11,0,0,0,12,rkeehan1,5,2017-02-06 10:27:02+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
12,0,0,0,1,rkeehan1,5,2017-02-06 10:25:13+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
13,12255,0,12255,12,rkeehan1,5,2017-02-06 10:16:50+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
14,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,rkeehan1
0,14596,0,14596,34,avirajs,181,2017-02-20 04:58:39+00:00,CSE2341-17S,SMUCSE2341,avirajs
1,2,2,4,1,Aviraj Sinha,27,2017-02-20 04:49:44+00:00,CSE2341-17S,SMUCSE2341,avirajs
2,67,63,130,2,Aviraj Sinha,23,2017-02-20 04:46:22+00:00,CSE2341-17S,SMUCSE2341,avirajs
3,12,5,17,3,Aviraj Sinha,46,2017-02-20 04:36:32+00:00,CSE2341-17S,SMUCSE2341,avirajs
4,3,11,14,2,Aviraj Sinha,32,2017-02-20 04:28:56+00:00,CSE2341-17S,SMUCSE2341,avirajs
5,318,1,319,2,Aviraj Sinha,18,2017-02-20 04:18:20+00:00,CSE2341-17S,SMUCSE2341,avirajs
6,5,2,7,1,Aviraj Sinha,19,2017-02-20 04:09:55+00:00,CSE2341-17S,SMUCSE2341,avirajs
7,2,2,4,1,Aviraj Sinha,34,2017-02-20 01:14:31+00:00,CSE2341-17S,SMUCSE2341,avirajs
8,2,2,4,1,Aviraj Sinha,13,2017-02-20 01:11:16+00:00,CSE2341-17S,SMUCSE2341,avirajs
9,4,9,13,2,Aviraj Sinha,13,2017-02-20 00:45:15+00:00,CSE2341-17S,SMUCSE2341,avirajs
10,1,1,2,1,Aviraj Sinha,13,2017-02-20 00:26:02+00:00,CSE2341-17S,SMUCSE2341,avirajs
11,1,1,2,1,Aviraj Sinha,42,2017-02-18 02:12:09+00:00,CSE2341-17S,SMUCSE2341,avirajs
12,2,2,4,1,Aviraj Sinha,46,2017-02-18 02:06:20+00:00,CSE2341-17S,SMUCSE2341,avirajs
13,177,212,389,6,Aviraj Sinha,30,2017-02-18 01:54:10+00:00,CSE2341-17S,SMUCSE2341,avirajs
14,5,3,8,2,Aviraj Sinha,39,2017-02-17 16:08:26+00:00,CSE2341-17S,SMUCSE2341,avirajs
15,1,0,1,1,Aviraj Sinha,51,2017-02-17 15:38:55+00:00,CSE2341-17S,SMUCSE2341,avirajs
16,2,2,4,1,Aviraj Sinha,32,2017-02-17 15:29:07+00:00,CSE2341-17S,SMUCSE2341,avirajs
17,2,2,4,1,Aviraj Sinha,18,2017-02-17 15:01:51+00:00,CSE2341-17S,SMUCSE2341,avirajs
18,28,11,39,4,Aviraj Sinha,77,2017-02-17 15:00:39+00:00,CSE2341-17S,SMUCSE2341,avirajs
19,11201,17,11218,5,Aviraj Sinha,12,2017-02-17 02:15:00+00:00,CSE2341-17S,SMUCSE2341,avirajs
20,6,4,10,2,Aviraj Sinha,56,2017-02-16 21:43:30+00:00,CSE2341-17S,SMUCSE2341,avirajs
21,40,30,70,6,Aviraj Sinha,48,2017-02-16 21:13:40+00:00,CSE2341-17S,SMUCSE2341,avirajs
22,9,39,48,2,Aviraj Sinha,24,2017-02-15 06:08:29+00:00,CSE2341-17S,SMUCSE2341,avirajs
23,7,3,10,1,Aviraj Sinha,25,2017-02-15 05:44:10+00:00,CSE2341-17S,SMUCSE2341,avirajs
24,31,21,52,5,Aviraj Sinha,44,2017-02-15 05:21:33+00:00,CSE2341-17S,SMUCSE2341,avirajs
25,204,36,240,3,Aviraj Sinha,37,2017-02-15 04:57:51+00:00,CSE2341-17S,SMUCSE2341,avirajs
26,1,1,2,1,Aviraj Sinha,15,2017-02-14 19:40:00+00:00,CSE2341-17S,SMUCSE2341,avirajs
27,9,11,20,2,Aviraj Sinha,20,2017-02-14 18:26:37+00:00,CSE2341-17S,SMUCSE2341,avirajs
28,1,1,2,1,Aviraj Sinha,23,2017-02-14 06:05:06+00:00,CSE2341-17S,SMUCSE2341,avirajs
29,75,47,122,3,Aviraj Sinha,62,2017-02-14 06:01:10+00:00,CSE2341-17S,SMUCSE2341,avirajs
0,24164,0,24164,32,justinledford,54,2017-02-24 17:16:19+00:00,CSE2341-17S,SMUCSE2341,Aingrando
1,63,20,83,4,Alexandra Ingrando,69,2017-02-06 11:44:40+00:00,CSE2341-17S,SMUCSE2341,Aingrando
2,58,53,111,2,Alexandra Ingrando,14,2017-02-06 11:06:40+00:00,CSE2341-17S,SMUCSE2341,Aingrando
3,89,71,160,6,Alexandra Ingrando,32,2017-02-06 10:23:23+00:00,CSE2341-17S,SMUCSE2341,Aingrando
4,42,46,88,2,Alexandra Ingrando,29,2017-02-06 08:20:59+00:00,CSE2341-17S,SMUCSE2341,Aingrando
5,332,21,353,12,Alexandra Ingrando,43,2017-02-06 07:54:03+00:00,CSE2341-17S,SMUCSE2341,Aingrando
6,40,23,63,6,Alexandra Ingrando,17,2017-02-06 04:03:42+00:00,CSE2341-17S,SMUCSE2341,Aingrando
7,6,1,7,1,Alexandra Ingrando,16,2017-02-06 03:09:35+00:00,CSE2341-17S,SMUCSE2341,Aingrando
8,100,11111,11211,7,Alexandra Ingrando,5,2017-02-06 03:06:24+00:00,CSE2341-17S,SMUCSE2341,Aingrando
9,11273,0,11273,5,Alexandra Ingrando,11,2017-02-06 03:01:23+00:00,CSE2341-17S,SMUCSE2341,Aingrando
10,818,0,818,12,Alexandra Ingrando,90,2017-02-06 02:40:14+00:00,CSE2341-17S,SMUCSE2341,Aingrando
11,11266,2,11268,5,Alexandra Ingrando,17,2017-02-06 02:08:31+00:00,CSE2341-17S,SMUCSE2341,Aingrando
12,11424,0,11424,9,Alexandra Ingrando,20,2017-02-06 01:48:14+00:00,CSE2341-17S,SMUCSE2341,Aingrando
13,1,0,1,1,Alexandra Ingrando,51,2017-02-06 01:33:12+00:00,CSE2341-17S,SMUCSE2341,Aingrando
14,818,0,818,12,Alexandra Ingrando,39,2017-01-25 14:54:56+00:00,CSE2341-17S,SMUCSE2341,Aingrando
15,0,0,0,5,Justin Ledford,15,2017-01-24 15:18:13+00:00,CSE2341-17S,SMUCSE2341,Aingrando
0,13124,0,13124,33,justinledford,54,2017-02-24 17:09:53+00:00,CSE2341-17S,SMUCSE2341,sunjolia
1,103,56,159,18,sunjolia,61,2017-02-06 10:09:07+00:00,CSE2341-17S,SMUCSE2341,sunjolia
2,157,80,237,14,sunjolia,65,2017-02-06 09:13:50+00:00,CSE2341-17S,SMUCSE2341,sunjolia
3,82,62,144,16,sunjolia,19,2017-02-06 07:58:12+00:00,CSE2341-17S,SMUCSE2341,sunjolia
4,135,57,192,20,sunjolia,63,2017-02-06 06:52:37+00:00,CSE2341-17S,SMUCSE2341,sunjolia
5,164,13,177,10,sunjolia,64,2017-02-06 04:54:06+00:00,CSE2341-17S,SMUCSE2341,sunjolia
6,410,25,435,20,sunjolia,25,2017-02-06 04:17:08+00:00,CSE2341-17S,SMUCSE2341,sunjolia
7,1045,692,1737,11,sunjolia,37,2017-02-06 02:41:07+00:00,CSE2341-17S,SMUCSE2341,sunjolia
8,9,14,23,6,sunjolia,25,2017-02-05 06:05:18+00:00,CSE2341-17S,SMUCSE2341,sunjolia
9,45,47,92,7,sunjolia,34,2017-02-05 05:54:02+00:00,CSE2341-17S,SMUCSE2341,sunjolia
10,16,21,37,6,sunjolia,24,2017-02-05 01:21:10+00:00,CSE2341-17S,SMUCSE2341,sunjolia
11,17,16,33,5,sunjolia,39,2017-02-05 01:15:11+00:00,CSE2341-17S,SMUCSE2341,sunjolia
12,85,75,160,6,sunjolia,59,2017-02-04 22:16:41+00:00,CSE2341-17S,SMUCSE2341,sunjolia
13,14,28,42,6,sunjolia,32,2017-02-04 20:37:06+00:00,CSE2341-17S,SMUCSE2341,sunjolia
14,34,18,52,7,sunjolia,51,2017-02-04 16:15:31+00:00,CSE2341-17S,SMUCSE2341,sunjolia
15,6,5,11,5,sunjolia,51,2017-02-04 15:50:11+00:00,CSE2341-17S,SMUCSE2341,sunjolia
16,25,25,50,6,sunjolia,28,2017-02-04 15:37:31+00:00,CSE2341-17S,SMUCSE2341,sunjolia
17,9,15,24,4,sunjolia,30,2017-02-04 15:20:16+00:00,CSE2341-17S,SMUCSE2341,sunjolia
18,37,27,64,7,sunjolia,30,2017-02-04 13:41:23+00:00,CSE2341-17S,SMUCSE2341,sunjolia
19,10,1,11,4,sunjolia,35,2017-02-03 18:34:45+00:00,CSE2341-17S,SMUCSE2341,sunjolia
20,10,8,18,5,sunjolia,17,2017-02-03 07:23:41+00:00,CSE2341-17S,SMUCSE2341,sunjolia
21,1,1,2,3,sunjolia,50,2017-02-03 07:21:05+00:00,CSE2341-17S,SMUCSE2341,sunjolia
22,10,11,21,3,sunjolia,47,2017-02-03 07:10:37+00:00,CSE2341-17S,SMUCSE2341,sunjolia
23,60,27,87,7,sunjolia,74,2017-02-03 06:57:04+00:00,CSE2341-17S,SMUCSE2341,sunjolia
24,1,1,2,2,sunjolia,23,2017-02-01 21:26:21+00:00,CSE2341-17S,SMUCSE2341,sunjolia
25,318,1220,1538,18,sunjolia,56,2017-02-01 21:24:11+00:00,CSE2341-17S,SMUCSE2341,sunjolia
26,724,586,1310,16,sunjolia,44,2017-02-01 16:37:25+00:00,CSE2341-17S,SMUCSE2341,sunjolia
27,16,8,24,4,sunjolia,43,2017-02-01 06:49:37+00:00,CSE2341-17S,SMUCSE2341,sunjolia
28,64,71,135,11,sunjolia,43,2017-02-01 00:36:16+00:00,CSE2341-17S,SMUCSE2341,sunjolia
29,10,11553,11563,13,sunjolia,44,2017-02-01 00:22:58+00:00,CSE2341-17S,SMUCSE2341,sunjolia
0,14616,0,14616,45,pyienger,54,2017-04-09 23:12:20+00:00,CSE2341-17S,SMUCSE2341,pyienger
1,5,4,9,7,pyienger,68,2017-04-09 17:10:28+00:00,CSE2341-17S,SMUCSE2341,pyienger
2,0,0,0,0,pyienger,58,2017-04-09 17:08:13+00:00,CSE2341-17S,SMUCSE2341,pyienger
3,191,165,356,20,Patrick Yienger,4,2017-04-09 17:02:09+00:00,CSE2341-17S,SMUCSE2341,pyienger
4,242,346,588,17,Patrick Yienger,5,2017-04-08 20:21:39+00:00,CSE2341-17S,SMUCSE2341,pyienger
5,123,44,167,6,Patrick Yienger,13,2017-04-08 09:47:01+00:00,CSE2341-17S,SMUCSE2341,pyienger
6,7,7,14,5,Patrick Yienger,17,2017-04-08 09:23:10+00:00,CSE2341-17S,SMUCSE2341,pyienger
7,54,12,66,11,Patrick Yienger,13,2017-04-08 09:16:03+00:00,CSE2341-17S,SMUCSE2341,pyienger
8,530,25,555,15,Patrick Yienger,9,2017-04-08 08:29:45+00:00,CSE2341-17S,SMUCSE2341,pyienger
9,23,4,27,8,Patrick Yienger,8,2017-04-08 04:37:44+00:00,CSE2341-17S,SMUCSE2341,pyienger
10,30,0,30,6,Patrick Yienger,20,2017-04-08 03:52:41+00:00,CSE2341-17S,SMUCSE2341,pyienger
11,228,52,280,6,Patrick Yienger,20,2017-04-08 00:41:36+00:00,CSE2341-17S,SMUCSE2341,pyienger
12,33,6,39,6,Patrick Yienger,15,2017-04-05 01:23:33+00:00,CSE2341-17S,SMUCSE2341,pyienger
13,5,5,10,5,Patrick Yienger,14,2017-04-05 01:06:53+00:00,CSE2341-17S,SMUCSE2341,pyienger
14,119,18,137,13,Patrick Yienger,13,2017-04-05 01:01:27+00:00,CSE2341-17S,SMUCSE2341,pyienger
15,42,9,51,8,Patrick Yienger,11,2017-04-02 01:06:03+00:00,CSE2341-17S,SMUCSE2341,pyienger
16,57,30,87,10,Patrick Yienger,16,2017-04-02 00:32:24+00:00,CSE2341-17S,SMUCSE2341,pyienger
17,29,9,38,8,Patrick Yienger,16,2017-04-02 00:14:40+00:00,CSE2341-17S,SMUCSE2341,pyienger
18,162,17,179,16,Patrick Yienger,8,2017-04-01 22:49:37+00:00,CSE2341-17S,SMUCSE2341,pyienger
19,99,14,113,12,Patrick Yienger,8,2017-04-01 20:18:52+00:00,CSE2341-17S,SMUCSE2341,pyienger
20,903,14,917,18,Patrick Yienger,8,2017-04-01 19:04:05+00:00,CSE2341-17S,SMUCSE2341,pyienger
21,108,9,117,5,Patrick Yienger,13,2017-03-30 00:16:39+00:00,CSE2341-17S,SMUCSE2341,pyienger
22,184,279,463,7,Patrick Yienger,12,2017-03-29 23:43:21+00:00,CSE2341-17S,SMUCSE2341,pyienger
